	Primary_polyp_DMSO_1	Primary_polyp_DMSO_2	Primary_polyp_DMSO_3	Primary_polyp_AZK_1	Primary_polyp_AZK_2	Primary_polyp_AZK_3
NODE_69051_length_624_cov_667.592083_g25670_i0	6	9	4	34	26	30
NODE_32537_length_2063_cov_618.799010_g4607_i3	97	100	101	112	113	113
NODE_28957_length_2274_cov_349.180636_g4514_i6	19	18	17	43	42	46
NODE_43564_length_1522_cov_271.998648_g11762_i0	6	6	6	28	30	28
NODE_21608_length_2778_cov_182.583547_g10_i5791	13	16	14	38	39	41
NODE_41024_length_1633_cov_546.503774_g10_i9520	71	70	75	90	89	97
NODE_20888_length_2837_cov_508.473873_g5061_i1	10	11	11	31	38	36
NODE_15632_length_3344_cov_624.448955_g3621_i2	29	35	30	53	57	61
NODE_27006_length_2395_cov_329.365646_g3122_i1	28	30	33	58	57	54
NODE_27642_length_2354_cov_661.353959_g4966_i2	709	755	709	490	494	518
NODE_27698_length_2350_cov_449.570438_g6910_i0	50	53	55	78	74	76
NODE_50190_length_1242_cov_435.461218_g3308_i7	79	81	88	103	103	96
NODE_63332_length_778_cov_350.085714_g21262_i0	49	45	53	76	74	71
NODE_69173_length_621_cov_344.036332_g25775_i0	102	114	117	116	119	128
NODE_39200_length_1721_cov_315.507151_g10_i9204	4	2	4	23	26	26
NODE_112984_length_198_cov_652.774194_g69003_i0	1057	1103	1130	707	721	743
NODE_57635_length_962_cov_931.687704_g17746_i0	12	11	12	35	38	35
NODE_24663_length_2553_cov_252.916335_g4738_i1	108	105	94	109	115	120
NODE_33400_length_2015_cov_371.125761_g8504_i0	12	7	8	30	30	41
NODE_25420_length_2499_cov_441.805782_g3598_i2	56	59	56	81	77	79
NODE_25460_length_2497_cov_373.144254_g6291_i0	10	11	12	36	34	35
NODE_51120_length_1204_cov_436.255814_g10098_i3	25	27	24	48	51	53
NODE_70931_length_580_cov_20.914339_g27307_i0	10	12	4	27	31	46
NODE_59436_length_903_cov_35.761628_g18762_i0	3	2	2	24	22	24
NODE_24424_length_2570_cov_141.493866_g6011_i0	5	5	6	28	27	27
NODE_27834_length_2341_cov_509.789817_g6948_i0	46	49	48	70	71	72
NODE_117113_length_183_cov_3.214286_g73132_i0	115	122	102	109	125	134
NODE_35086_length_1925_cov_528.383103_g2117_i27	19	21	19	40	44	51
NODE_3645_length_6126_cov_592.018412_g752_i2	368	381	398	300	300	297
NODE_94673_length_283_cov_14.195833_g50694_i0	130	119	106	115	129	139
NODE_46541_length_1393_cov_480.284444_g840_i10	53	59	54	83	76	74
NODE_33471_length_2011_cov_259.006098_g8504_i1	10	13	13	37	40	32
NODE_23772_length_2617_cov_540.884615_g4598_i1	49	52	47	69	71	76
NODE_34154_length_1975_cov_491.593685_g8750_i0	60	67	55	77	77	92
NODE_55062_length_1051_cov_353.829365_g15146_i2	80	91	93	101	100	108
NODE_2449_length_7013_cov_236.727690_g588_i0	18	18	17	41	42	44
NODE_59144_length_912_cov_363.894131_g18597_i0	363	244	455	838	493	685
NODE_58793_length_923_cov_706.807955_g18404_i0	565	562	592	436	406	416
NODE_72690_length_543_cov_28.298000_g28929_i0	125	130	110	120	123	141
NODE_5518_length_5259_cov_445.574195_g1300_i0	41	43	44	67	66	66
NODE_67113_length_672_cov_605.653418_g24073_i0	76	78	79	106	89	93
NODE_117758_length_180_cov_7.102190_g73777_i0	28	29	30	62	40	68
NODE_83991_length_370_cov_210.079511_g40014_i0	10	9	7	30	32	33
NODE_56237_length_1009_cov_331.308489_g10_i11626	18	18	16	38	41	47
NODE_70084_length_599_cov_147.107914_g26543_i0	3	3	2	20	23	27
NODE_10759_length_4000_cov_502.715441_g1790_i3	137	155	154	150	147	142
NODE_75375_length_493_cov_30.328889_g31481_i0	119	118	105	112	122	132
NODE_18033_length_3096_cov_600.487062_g515_i33	57	56	56	73	77	83
NODE_98890_length_259_cov_32.671296_g54909_i0	130	124	111	115	134	136
NODE_70888_length_581_cov_46.535316_g27271_i0	134	135	121	124	128	148
NODE_81563_length_399_cov_24.061798_g37595_i0	107	102	98	103	109	131
NODE_24058_length_2598_cov_603.844618_g5029_i3	718	834	733	178	173	188
NODE_63839_length_763_cov_474.358333_g21610_i0	12	14	10	34	34	39
NODE_52995_length_1128_cov_751.424885_g10_i11285	101	99	114	119	114	115
NODE_52003_length_1170_cov_115.898846_g1470_i1	3	3	3	23	24	23
NODE_87527_length_335_cov_24.082192_g43549_i0	2	3	3	21	24	24
NODE_16238_length_3279_cov_339.907602_g10_i4462	55	59	58	78	76	80
NODE_33908_length_1989_cov_357.423947_g8671_i0	1	1	1	24	23	24
NODE_41096_length_1630_cov_263.020164_g9917_i1	24	27	25	49	49	51
NODE_21121_length_2818_cov_563.616216_g3494_i2	53	52	50	73	72	75
NODE_56029_length_1017_cov_535.083162_g16897_i0	16	17	17	38	41	43
NODE_20772_length_2847_cov_377.282454_g5065_i0	37	40	39	61	61	64
NODE_49941_length_1252_cov_829.755997_g14145_i0	66	61	60	79	85	83
NODE_31974_length_2095_cov_499.111111_g6878_i2	20	27	27	48	50	50
NODE_66193_length_696_cov_24.693721_g23345_i0	123	120	106	118	118	133
NODE_45763_length_1425_cov_268.143994_g12523_i0	1	1	1	24	23	23
NODE_44485_length_1480_cov_483.186500_g10_i10057	71	79	78	93	91	93
NODE_99666_length_255_cov_32.995283_g55685_i0	74	68	70	94	90	84
NODE_2917_length_6589_cov_463.514513_g602_i1	68	73	76	90	89	90
NODE_39487_length_1706_cov_648.969934_g10415_i0	71	73	68	84	84	97
NODE_11534_length_3868_cov_467.888889_g2355_i2	34	39	39	61	59	62
NODE_83022_length_381_cov_31.597633_g39048_i0	129	138	117	118	133	141
NODE_58242_length_942_cov_463.656285_g18099_i0	0	5	1	28	21	22
NODE_40857_length_1642_cov_168.801126_g4574_i4	1	1	1	23	22	24
NODE_36214_length_1865_cov_511.290889_g7381_i2	31	31	33	55	55	56
NODE_122440_length_161_cov_17.093220_g78459_i0	109	120	90	104	114	133
NODE_31503_length_2122_cov_297.430976_g5764_i1	1	2	2	22	22	21
NODE_68681_length_633_cov_788.720339_g980_i70	41	44	57	82	72	63
NODE_67767_length_655_cov_411.163399_g9174_i1	28	34	21	56	47	55
NODE_32863_length_2045_cov_462.623876_g10_i8090	63	64	60	80	76	88
NODE_41909_length_1594_cov_398.246937_g11218_i0	2	3	2	22	21	23
NODE_84292_length_367_cov_25.425926_g40314_i0	132	137	112	119	126	147
NODE_33668_length_2001_cov_465.657814_g8588_i0	66	80	69	84	88	93
NODE_7804_length_4584_cov_462.826470_g900_i2	44	46	47	71	66	66
NODE_39220_length_1720_cov_401.369112_g7290_i2	36	37	39	62	59	60
NODE_53383_length_1113_cov_241.941121_g15582_i0	12	10	11	33	33	35
NODE_52500_length_1148_cov_465.104977_g10_i11226	46	51	48	69	65	75
NODE_45855_length_1421_cov_484.360668_g10_i10287	30	34	36	61	56	54
NODE_36609_length_1845_cov_293.796892_g287_i24	0	0	0	20	14	17
NODE_79837_length_422_cov_23.153034_g35876_i0	112	120	100	108	116	129
NODE_114230_length_194_cov_7.125828_g70249_i0	137	138	116	122	127	149
NODE_20489_length_2870_cov_471.927839_g4997_i0	72	82	70	86	88	97
NODE_65080_length_726_cov_465.001464_g22500_i0	87	95	88	103	100	102
NODE_62829_length_793_cov_570.068000_g20927_i0	61	63	63	79	82	81
NODE_39044_length_1728_cov_398.158457_g10270_i0	49	50	49	69	68	73
NODE_32026_length_2092_cov_618.334309_g1368_i5	54	53	57	74	73	77
NODE_41982_length_1591_cov_319.587855_g8817_i1	24	20	21	46	44	46
NODE_60045_length_882_cov_139.722288_g10_i11985	82	106	71	95	91	125
NODE_66897_length_677_cov_623.397476_g23905_i0	136	135	139	138	136	132
NODE_117355_length_181_cov_1043.992754_g73374_i0	364	387	436	356	340	276
NODE_75999_length_481_cov_292.817352_g32092_i0	49	49	39	64	64	75
NODE_57400_length_970_cov_842.431499_g10_i11740	4	4	3	24	24	22
NODE_37010_length_1826_cov_358.530006_g802_i4	38	43	37	62	60	62
NODE_33341_length_2018_cov_346.587848_g8457_i1	3	2	3	22	22	22
NODE_99076_length_258_cov_99.288372_g55095_i0	63	87	120	0	3	4
NODE_53640_length_1104_cov_370.473139_g15701_i0	3	3	3	24	22	21
NODE_38182_length_1770_cov_327.293573_g10_i9038	138	90	153	179	136	135
NODE_122602_length_161_cov_5.703390_g78621_i0	137	151	112	124	136	143
NODE_15051_length_3413_cov_226.077448_g3080_i1	10	10	9	31	31	32
NODE_64479_length_744_cov_532.800285_g22067_i0	73	75	77	99	88	86
NODE_73014_length_537_cov_20.473684_g29229_i0	111	117	102	110	112	125
NODE_59726_length_892_cov_348.687868_g18942_i0	3685	3459	3559	2117	2360	2127
NODE_66234_length_694_cov_669.228879_g16442_i3	2	1	2	22	20	21
NODE_17299_length_3166_cov_427.026577_g4212_i0	26	26	23	47	47	50
NODE_36984_length_1827_cov_561.469731_g10_i8837	35	36	34	53	57	62
NODE_118840_length_175_cov_21.507576_g74859_i0	99	103	96	104	100	121
NODE_49427_length_1273_cov_350.246341_g13941_i0	23	24	25	47	47	47
NODE_3877_length_5997_cov_245.161068_g934_i0	22	30	25	47	45	55
NODE_2672_length_6805_cov_188.783940_g589_i3	2	3	2	21	22	21
NODE_31621_length_2115_cov_506.129344_g6878_i1	32	27	29	53	50	54
NODE_21279_length_2805_cov_539.144461_g10_i5711	20	22	19	43	43	43
NODE_24549_length_2560_cov_353.447755_g5873_i2	61	64	62	81	79	79
NODE_18591_length_3039_cov_270.132176_g4531_i0	4	4	4	23	23	24
NODE_28295_length_2314_cov_315.904007_g7073_i0	29	30	29	51	51	53
NODE_37846_length_1787_cov_218.494839_g8479_i1	30	31	29	51	50	56
NODE_38361_length_1761_cov_655.428405_g9172_i1	114	115	103	106	110	134
NODE_52274_length_1158_cov_602.157848_g5740_i18	23	24	29	49	49	47
NODE_22677_length_2698_cov_596.537853_g10_i6024	34	37	35	58	56	57
NODE_36400_length_1856_cov_232.115279_g9434_i0	2	1	1	20	21	21
NODE_76475_length_473_cov_39.272093_g32562_i0	107	106	93	102	107	120
NODE_1436_length_8379_cov_93.026871_g347_i0	10	10	10	32	29	33
NODE_57823_length_956_cov_656.295728_g980_i46	9	6	10	30	30	29
NODE_40410_length_1662_cov_377.117356_g10712_i0	10	10	8	28	28	36
NODE_22611_length_2704_cov_544.340474_g1806_i3	109	111	139	142	121	119
NODE_24151_length_2590_cov_456.636435_g3563_i4	3	4	4	22	21	25
NODE_30794_length_2163_cov_379.817453_g7789_i0	22	22	20	43	43	45
NODE_10832_length_3990_cov_388.033190_g2584_i0	12	12	13	33	33	36
NODE_29203_length_2258_cov_623.884876_g4187_i4	71	74	76	90	87	87
NODE_45476_length_1437_cov_491.488522_g12428_i0	36	35	41	59	59	59
NODE_30112_length_2203_cov_359.676389_g7480_i1	46	48	51	65	70	69
NODE_86666_length_343_cov_17.320000_g42688_i0	121	121	109	108	122	129
NODE_117131_length_182_cov_32.834532_g73150_i0	126	125	102	103	128	138
NODE_40040_length_1680_cov_269.556506_g8671_i2	0	0	0	15	15	16
NODE_84204_length_368_cov_34.024615_g40226_i0	120	118	103	107	117	129
NODE_55496_length_1036_cov_397.699899_g12075_i1	35	37	37	61	57	55
NODE_49993_length_1250_cov_219.489644_g14164_i0	1	1	0	24	25	23
NODE_86778_length_342_cov_28.555184_g42800_i0	113	113	101	101	113	129
NODE_15859_length_3318_cov_181.147786_g3860_i0	70	76	75	89	85	88
NODE_50653_length_1223_cov_624.511864_g9818_i2	124	122	124	126	121	123
NODE_38235_length_1767_cov_534.279002_g10008_i0	25	26	24	43	45	53
NODE_14498_length_3478_cov_379.563901_g1591_i11	61	65	68	84	77	81
NODE_72104_length_554_cov_178.160470_g28381_i0	5	8	7	27	29	24
NODE_36166_length_1868_cov_546.405479_g9360_i0	25	26	25	45	47	49
NODE_46735_length_1385_cov_436.630402_g12867_i0	17	15	14	37	38	36
NODE_34856_length_1937_cov_419.305702_g8960_i0	38	43	26	49	54	77
NODE_39733_length_1695_cov_376.567191_g10_i9295	3	3	4	21	23	21
NODE_78995_length_434_cov_846.874680_g35039_i0	44	46	48	78	60	62
NODE_107579_length_219_cov_30.295455_g63598_i0	105	107	92	105	99	120
NODE_70679_length_586_cov_31.097606_g27086_i0	1600	1683	1649	979	981	1048
NODE_74482_length_509_cov_631.783262_g30619_i0	203	203	216	173	181	182
NODE_28698_length_2289_cov_604.597952_g10_i7316	37	33	34	47	60	62
NODE_24659_length_2553_cov_557.174104_g6073_i0	37	39	36	58	55	60
NODE_52294_length_1157_cov_420.000898_g10072_i1	56	56	60	76	77	71
NODE_58950_length_918_cov_937.832000_g18488_i0	3	2	5	20	22	24
NODE_122666_length_160_cov_343.188034_g78685_i0	8	7	9	23	27	36
NODE_37248_length_1814_cov_434.778656_g1251_i24	30	34	29	51	50	55
NODE_48816_length_1295_cov_273.682109_g13689_i0	3	2	3	21	20	21
NODE_11_length_23547_cov_202.534377_g1_i2	3	3	3	21	21	21
NODE_45109_length_1452_cov_545.606104_g5259_i6	27	28	30	51	48	50
NODE_24858_length_2540_cov_314.298759_g6124_i0	37	36	38	56	58	58
NODE_1740_length_7914_cov_361.790370_g269_i3	26	26	28	49	47	48
NODE_34878_length_1936_cov_248.124670_g10_i8440	91	93	99	103	102	101
NODE_48067_length_1328_cov_547.813230_g13370_i0	26	24	22	43	43	51
NODE_40367_length_1664_cov_479.568168_g8952_i2	24	24	18	39	43	50
NODE_63280_length_780_cov_29.525102_g21232_i0	112	111	101	103	111	121
NODE_103955_length_235_cov_5.484375_g59974_i0	12	6	7	29	27	32
NODE_78062_length_448_cov_607.439506_g34116_i0	23	23	30	45	50	47
NODE_51744_length_1180_cov_330.167986_g14456_i1	41	43	46	62	60	66
NODE_16086_length_3295_cov_383.921587_g2496_i3	15	16	15	36	36	37
NODE_21265_length_2806_cov_318.067680_g5197_i0	1	1	1	19	20	21
NODE_38719_length_1744_cov_577.062904_g10171_i0	120	115	115	114	120	118
NODE_26011_length_2460_cov_336.798924_g5827_i1	11	14	12	32	32	35
NODE_29181_length_2259_cov_534.458484_g5733_i4	6	3	3	22	24	22
NODE_83272_length_378_cov_481.298507_g39296_i0	14	15	14	35	39	32
NODE_40281_length_1669_cov_392.924969_g2633_i4	84	86	88	97	91	98
NODE_10210_length_4087_cov_676.339515_g2438_i0	49	49	47	65	65	69
NODE_64423_length_746_cov_120.452347_g7967_i4	0	0	0	14	16	13
NODE_35313_length_1912_cov_344.273408_g5698_i3	53	54	54	71	68	73
NODE_40035_length_1680_cov_440.431277_g5927_i3	96	97	92	100	101	103
NODE_45729_length_1427_cov_114.143064_g12510_i0	115	116	131	127	113	124
NODE_25345_length_2504_cov_569.338480_g10_i6635	27	32	28	46	49	54
NODE_7248_length_4722_cov_366.515281_g10_i2015	188	186	181	165	159	163
NODE_32132_length_2087_cov_407.983855_g10_i7971	6	6	7	26	25	25
NODE_47911_length_1336_cov_19.072699_g13308_i0	1	1	1	19	19	21
NODE_64499_length_744_cov_23.601997_g22077_i0	104	106	87	97	105	113
NODE_24538_length_2561_cov_247.841541_g3796_i3	15	14	13	36	34	34
NODE_33604_length_2004_cov_532.703723_g10_i8217	55	54	61	78	74	69
NODE_83563_length_375_cov_20.355422_g39587_i0	98	102	87	95	101	110
NODE_54024_length_1089_cov_591.498088_g10_i11390	89	87	99	6	4	6
NODE_22749_length_2693_cov_436.614340_g5582_i0	32	34	30	51	52	53
NODE_61436_length_836_cov_512.153846_g19999_i0	248	441	212	223	292	379
NODE_97982_length_264_cov_12.841629_g54002_i0	110	113	92	101	107	119
NODE_61561_length_833_cov_24.308861_g20082_i0	0	1	1	21	22	23
NODE_54670_length_1066_cov_180.121212_g1086_i4	1	1	1	16	18	25
NODE_23109_length_2666_cov_232.695387_g1092_i26	30	42	35	61	56	51
NODE_47701_length_1344_cov_150.812452_g13219_i0	6	8	7	24	26	28
NODE_70603_length_588_cov_18.754128_g27013_i0	97	105	91	95	104	109
NODE_121884_length_164_cov_4.041322_g77903_i0	86	83	71	90	92	90
NODE_25943_length_2465_cov_630.220892_g1808_i3	217	225	238	190	186	190
NODE_103830_length_235_cov_22.822917_g59849_i0	101	106	88	99	105	106
NODE_39860_length_1689_cov_294.243013_g10530_i0	51	58	62	75	70	74
NODE_59970_length_884_cov_875.907253_g9496_i7	79	86	63	85	87	92
NODE_51481_length_1189_cov_430.857766_g13186_i2	79	83	80	88	89	93
NODE_58519_length_933_cov_17.030337_g18250_i0	0	0	0	14	14	13
NODE_55090_length_1050_cov_336.328699_g15789_i1	76	172	174	176	147	159
NODE_38696_length_1745_cov_703.311398_g9216_i1	213	221	215	181	179	181
NODE_83630_length_374_cov_783.646526_g39654_i0	10974	10217	10932	5989	6636	6233
NODE_42211_length_1581_cov_566.687256_g11320_i0	56	59	58	73	71	74
NODE_16581_length_3238_cov_624.112676_g3621_i3	7	2	12	33	28	26
NODE_34571_length_1954_cov_125.802198_g7899_i3	11	11	11	31	30	31
NODE_109864_length_210_cov_18.305389_g65883_i0	88	87	69	87	90	98
NODE_33563_length_2006_cov_470.604687_g8562_i0	85	91	89	95	95	96
NODE_70485_length_590_cov_626.499086_g26031_i2	4	4	4	23	18	24
NODE_38765_length_1742_cov_344.228958_g10187_i0	13	15	14	33	33	36
NODE_67683_length_658_cov_12.170732_g24536_i0	89	85	79	86	93	100
NODE_28667_length_2291_cov_509.184164_g7192_i0	52	51	50	66	68	68
NODE_68488_length_638_cov_689.742857_g16046_i2	622	606	553	416	401	413
NODE_7375_length_4693_cov_324.318280_g1214_i6	9	8	8	27	27	28
NODE_35347_length_1910_cov_437.189073_g9120_i0	72	66	68	81	82	81
NODE_41161_length_1627_cov_337.682449_g10002_i1	24	25	23	43	43	46
NODE_39994_length_1682_cov_288.239170_g10572_i0	10	11	10	29	31	29
NODE_41905_length_1594_cov_811.217924_g4296_i7	9	6	7	23	27	29
NODE_29713_length_2226_cov_288.919377_g10_i7505	6	2	9	30	24	23
NODE_42889_length_1553_cov_451.552318_g2056_i19	48	51	48	63	64	69
NODE_77692_length_454_cov_22.980535_g33748_i0	110	109	96	102	106	113
NODE_26119_length_2452_cov_346.709838_g1266_i4	89	85	79	90	93	94
NODE_46362_length_1401_cov_347.600147_g10_i10356	60	72	47	68	71	90
NODE_17701_length_3130_cov_288.568513_g2216_i2	1	2	2	20	18	17
NODE_18822_length_3012_cov_474.103739_g4168_i2	9	9	9	25	31	28
NODE_108849_length_214_cov_337.994152_g64868_i0	69	61	54	73	74	81
NODE_65483_length_715_cov_212.668155_g22814_i0	2	3	2	18	17	22
NODE_38720_length_1744_cov_418.632569_g4854_i3	75	75	79	90	87	83
NODE_36314_length_1860_cov_478.625206_g9409_i0	19	21	18	37	37	44
NODE_40023_length_1681_cov_127.393162_g10581_i0	2	3	3	19	19	20
NODE_27369_length_2372_cov_487.455131_g6814_i0	126	137	118	124	123	118
NODE_53568_length_1107_cov_131.380639_g15668_i0	0	1	0	20	19	19
NODE_53938_length_1092_cov_551.432793_g15845_i0	88	87	90	97	91	97
NODE_78817_length_437_cov_709.225888_g34862_i0	14	12	14	36	28	36
NODE_34754_length_1943_cov_736.100000_g2933_i2	65	66	71	82	78	79
NODE_5980_length_5095_cov_475.482383_g1407_i0	30	31	31	49	50	50
NODE_25032_length_2528_cov_265.635815_g6175_i0	17	17	17	38	36	36
NODE_44580_length_1476_cov_646.181438_g3252_i8	71	72	74	85	82	82
NODE_15516_length_3356_cov_543.053426_g2625_i5	28	26	17	42	45	46
NODE_48871_length_1293_cov_295.936800_g13714_i0	4	4	4	21	21	21
NODE_35625_length_1895_cov_484.296976_g10_i8584	9	16	14	30	37	32
NODE_61894_length_822_cov_336.024390_g4438_i4	18	15	20	42	34	38
NODE_68728_length_632_cov_282.955857_g25399_i0	6	8	5	25	24	24
NODE_79606_length_425_cov_662.968586_g35646_i0	283	292	298	227	230	220
NODE_122728_length_160_cov_9.888889_g78747_i0	1	2	0	16	22	18
NODE_74109_length_516_cov_397.224101_g30257_i0	11	7	8	26	29	28
NODE_35626_length_1895_cov_369.983261_g5834_i4	1	1	2	20	19	15
NODE_17847_length_3114_cov_164.191794_g4343_i0	14	14	13	32	32	35
NODE_69034_length_625_cov_24.438144_g25655_i0	88	96	78	87	92	103
NODE_7735_length_4602_cov_432.113402_g1819_i0	14	14	12	31	32	35
NODE_72828_length_540_cov_283.309859_g29055_i0	605	652	688	445	423	450
NODE_78818_length_437_cov_572.878173_g34863_i0	9	8	9	31	26	25
NODE_25771_length_2477_cov_487.555053_g72_i11	42	42	41	63	57	57
NODE_83243_length_379_cov_8.949405_g39267_i0	4	3	3	18	20	22
NODE_34423_length_1961_cov_663.619917_g4726_i5	101	110	95	100	102	108
NODE_23411_length_2643_cov_202.934231_g3665_i1	19	20	19	38	39	39
NODE_57748_length_959_cov_200.566594_g17802_i0	37	42	55	71	57	63
NODE_38241_length_1767_cov_298.151392_g10011_i0	11	14	10	29	32	31
NODE_43066_length_1544_cov_641.213857_g1135_i21	44	56	34	60	52	83
NODE_27455_length_2366_cov_591.433061_g4232_i2	20	24	21	39	39	45
NODE_28032_length_2330_cov_180.780936_g7003_i0	2	2	2	18	18	18
NODE_5991_length_5093_cov_301.664158_g1411_i0	17	15	15	35	35	35
NODE_25106_length_2522_cov_352.321501_g6195_i0	16	16	17	36	37	34
NODE_68824_length_630_cov_19.258944_g25480_i0	92	94	86	90	91	106
NODE_18358_length_3062_cov_365.918847_g2537_i1	31	32	32	50	49	51
NODE_95886_length_276_cov_6.446352_g51907_i0	7	8	7	22	27	27
NODE_65404_length_717_cov_420.952522_g22751_i0	81	81	88	1	1	0
NODE_112567_length_200_cov_9.656051_g68586_i0	82	77	70	76	84	99
NODE_16192_length_3284_cov_286.564332_g721_i8	2	2	1	18	16	19
NODE_34791_length_1941_cov_561.494204_g4891_i4	64	66	69	79	75	79
NODE_61977_length_819_cov_276.721649_g20353_i0	3	2	2	20	17	18
NODE_61065_length_848_cov_479.781366_g19752_i0	72	76	87	88	89	85
NODE_46366_length_1401_cov_218.460236_g12735_i0	6	6	6	23	24	23
NODE_52453_length_1150_cov_393.176152_g15155_i0	37	39	35	52	53	58
NODE_38300_length_1764_cov_294.145264_g7045_i1	41	47	45	58	60	63
NODE_54547_length_1070_cov_344.310613_g5168_i1	81	85	85	94	94	84
NODE_51167_length_1202_cov_606.257118_g11680_i1	117	114	108	111	110	111
NODE_121131_length_166_cov_13.479675_g77150_i0	398	368	379	270	297	278
NODE_79831_length_422_cov_34.147757_g35870_i0	93	93	81	87	92	104
NODE_90915_length_308_cov_291.000000_g46937_i0	0	0	0	12	13	12
NODE_68725_length_632_cov_530.587436_g10046_i1	81	91	81	83	94	94
NODE_60002_length_883_cov_340.803571_g16936_i3	0	0	0	14	12	11
NODE_42968_length_1549_cov_540.054449_g5767_i1	137	150	142	132	128	130
NODE_22002_length_2747_cov_248.194527_g5390_i0	30	29	33	49	49	49
NODE_81924_length_394_cov_413.512821_g37955_i0	41	40	38	58	62	51
NODE_39000_length_1730_cov_558.735033_g6174_i2	17	32	19	44	39	46
NODE_53503_length_1109_cov_257.876173_g15638_i0	7	5	5	23	21	25
NODE_118195_length_178_cov_7.940741_g74214_i0	86	100	78	94	89	97
NODE_63045_length_787_cov_270.853495_g21068_i0	8	10	11	26	28	30
NODE_32646_length_2057_cov_320.497517_g82_i7	5	4	2	22	19	20
NODE_20994_length_2828_cov_376.861041_g4770_i4	5	9	12	25	31	27
NODE_47110_length_1369_cov_286.877828_g9790_i1	10	10	13	29	28	32
NODE_45754_length_1426_cov_13.810557_g12519_i0	85	83	75	81	88	96
NODE_29710_length_2226_cov_560.285387_g1092_i41	5	2	5	20	21	22
NODE_24254_length_2583_cov_566.000787_g1203_i6	3	1	1	18	17	18
NODE_20920_length_2834_cov_426.429953_g4732_i2	5	6	4	19	22	25
NODE_66740_length_681_cov_474.652038_g23780_i0	357	361	336	259	257	260
