	KO definition	gene name	counts
388	WAS protein family, member 3	['NODE_52881_length_1133_cov_348.866972_g15343_i0_6', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	5
395	Wiskott-Aldrich syndrome protein	['NODE_52881_length_1133_cov_348.866972_g15343_i0_6', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	5
488	basement membrane-specific heparan sulfate proteoglycan core protein	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
425	actin cytoskeleton-regulatory complex protein PAN1	['NODE_41514_length_1611_cov_375.196429_g5989_i5_1', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	5
1167	mucin-15	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3', 'NODE_84365_length_366_cov_421.201238_g40387_i0_3']	5
1379	protein HEG	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
240	Lymphocryptovirus large tegment protein deneddylase [EC:3.4.19.12]	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	5
1690	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1670	splicing factor 3A subunit 2	['NODE_41514_length_1611_cov_375.196429_g5989_i5_1', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	5
1691	synaptojanin [EC:3.1.3.36]	['NODE_52881_length_1133_cov_348.866972_g15343_i0_6', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	5
1822	vasorin	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6', 'NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1645	solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 10	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	5
1499	scavenger receptor class F member 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1506	selectin P ligand	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	5
112	CDW93 antigen	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_52579_length_1145_cov_467.079855_g15210_i0_4', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1508	selectin, lymphocyte	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_52579_length_1145_cov_467.079855_g15210_i0_4', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1779	two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]	['NODE_40297_length_1668_cov_702.177231_g1000_i10_5', 'NODE_60414_length_869_cov_349.640436_g18821_i1_2', 'NODE_61354_length_839_cov_358.285176_g18821_i2_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_1', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_3']	5
1431	protocadherin Fat 1/2/3	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6', 'NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1671	splicing factor 3B subunit 4	['NODE_52881_length_1133_cov_348.866972_g15343_i0_6', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	5
1440	putative peptidoglycan lipid II flippase	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_2', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_2', 'NODE_60414_length_869_cov_349.640436_g18821_i1_2', 'NODE_61354_length_839_cov_358.285176_g18821_i2_5']	5
1718	thrombomodulin	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_52579_length_1145_cov_467.079855_g15210_i0_4', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1624	slit 3	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6', 'NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	5
1675	stabilin-1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
232	LIM domain-containing protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_70819_length_582_cov_601.601113_g27209_i0_3', 'NODE_70819_length_582_cov_601.601113_g27209_i0_3']	4
1177	multipile epidermal growth factor-like domains protein 8	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1626	small subunit ribosomal protein S10e	['NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	4
367	T-cell surface glycoprotein CD2	['NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	4
906	hyaluronan binding protein 2 [EC:3.4.21.-]	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1108	microtubule-associated protein tau	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	4
393	WNT inhibitory factor 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
723	delta and Notch-like epidermal growth factor-related receptor	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
745	doublecortin-like kinase 3 [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	4
722	delta	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1171	mucin-4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_41514_length_1611_cov_375.196429_g5989_i5_3', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4']	4
674	cubilin	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1131	mitogen-activated protein kinase kinase [EC:2.7.12.2]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	4
111	CD97 antigen	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
214	IgA-specific serine endopeptidase [EC:3.4.21.72]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	4
1176	mucosal vascular addressin cell adhesion molecule 1	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	4
116	CaM kinase-like vesicle-associated [EC:2.7.11.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_41514_length_1611_cov_375.196429_g5989_i5_3', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	4
1623	slit 2	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
271	Msx2-interacting protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	4
919	inactive serine protease PAMR1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
929	insulin-responsive sequence DNA-binding protein 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
286	Notch homolog 2 N-terminal-like protein	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
285	Notch 4	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
284	Notch 3	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
283	Notch 2	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
93	C1 inhibitor	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_61938_length_821_cov_78.356041_g20323_i0_5']	4
884	heterogeneous nuclear ribonucleoprotein A1/A3	['NODE_41514_length_1611_cov_375.196429_g5989_i5_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_1', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_1', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_1']	4
882	hepatocyte growth factor activator [EC:3.4.21.-]	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
881	hepatitis A virus cellular receptor 1	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_84365_length_366_cov_421.201238_g40387_i0_3']	4
1386	protein S	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
853	glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	4
1620	signaling mucin MSB2	['NODE_41514_length_1611_cov_375.196429_g5989_i5_3', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	4
325	Ras GTPase-activating protein-binding protein 2	['NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	4
805	fibulin 7	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1013	low-density lipoprotein receptor-related protein 1 (alpha-2-macroglobulin receptor)	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
803	fibulin 1/2	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
337	Rho guanine nucleotide exchange factor 5	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	4
1040	maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	4
790	fibrillin 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
106	CD68 antigen	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_61938_length_821_cov_78.356041_g20323_i0_5']	4
785	expansin	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	4
773	epidermal growth factor-like protein 7/8	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1619	signaling mucin HKR1	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	4
1622	slit 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
907	hyphal wall protein	['NODE_41514_length_1611_cov_375.196429_g5989_i5_3', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4']	4
164	ESX secretion-associated protein EspK	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_41514_length_1611_cov_375.196429_g5989_i5_3', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_60414_length_869_cov_349.640436_g18821_i1_4']	4
1372	prosaposin receptor	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	4
1394	protein delta homolog 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1264	nucleobindin	['NODE_55400_length_1040_cov_442.222668_g16580_i0_6', 'NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1', 'NODE_61938_length_821_cov_78.356041_g20323_i0_4']	4
1791	tyrosine kinase receptor 1 [EC:2.7.10.1]	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1812	ubiquitin-associated protein 2	['NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	4
432	adhesion G protein-coupled receptor E1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
534	calpastatin	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_61938_length_821_cov_78.356041_g20323_i0_5']	4
1398	protein gruken	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
1707	teneurin	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
607	coagulation factor IX (Christmas factor) [EC:3.4.21.22]	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	4
